,cid,text,time,author,channel,votes,photo,heart
514,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KhgL09E_s7,😍😚Love you,2 months ago,Kumar Ganapathi,UCTUeWVGbGQkv9ryGRYx-xKA,0,https://yt3.ggpht.com/ytc/AAUvwnj1Cy5AZPpJFZ7xpJ9tgu7InmLLOFSHkJHyMw=s176-c-k-c0x00ffffff-no-rj,False
515,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Khf74UM2Uu,Super dance 🥰 song,2 months ago,mersal Raj,UCylwVlb7inGeRyEiazpNfLA,0,https://yt3.ggpht.com/ytc/AAUvwnjdAQKKXcbtsL5rv2x3knUfXGB-tFBV593B9aTaQQ=s176-c-k-c0x00ffffff-no-rj,False
516,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Khejse1Qmf,மகிழ்ச்சி அளிக்கிறது.... விடியல்,2 months ago,வேங்கை,UCQWvMesVcnf2henFIHHkmXA,0,https://yt3.ggpht.com/ytc/AAUvwng7_uYj2kFqeDuhmhhCex2NUHWC-DkB_2ze1PCwDA=s176-c-k-c0x00ffffff-no-rj,False
517,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9KheEOnVygo, @Eniya Thendral  avarey dhan,2 months ago,Pevin Alfred,UCXrkV8EzKJt9ZQe_ZWwDSww,0,https://yt3.ggpht.com/ytc/AAUvwnjtWcPWloHOABTNAGpTxH9xXK2pXChjmcpSZNBA=s176-c-k-c0x00ffffff-no-rj,False
518,UgwuF2ZS2TaaRJY1YYZ4AaABAg.9KYzB_pUp1e9Khdu7Ups52,Enoda Ammamma name um Valliyammai than Brother :)  I don't have words to describe her smile without teeth :) She doesn't anything know after farming! she sacrificed her whole life for farming! Miss you enjaami!,2 months ago,Vivek Govindaraj,UCJE-2Z1pyPqVLfwZ5y6bBIg,0,https://yt3.ggpht.com/ytc/AAUvwnhNPnsljzB8_Q2qunJt6hHfEpGHcGOVK5MD0pR9NA=s176-c-k-c0x00ffffff-no-rj,False
519,UgwWC2cqURN9GSLU2al4AaABAg,"I can't understand it
But I can feel it
😍😍😍",1 hour ago,Satrangi Sengar,UC4GqV42AXEIh8l_ZUnEiUDA,3,https://yt3.ggpht.com/ytc/AAUvwnh-lfZ5hzc1pHKEQIrqj0CIYMdOH7rcqQfSC7VR=s176-c-k-c0x00ffffff-no-rj,False
520,Ugzcm2HSZIC2jwadsaF4AaABAg,A Dravidian style song,1 hour ago,darshanpnayak1,UChPKA91bAn8niQkXuy-m5Gg,2,https://yt3.ggpht.com/ytc/AAUvwngQtnKZHXZ3fPmM1QM5VeanI881RtSZahIX9w=s176-c-k-c0x00ffffff-no-rj,False
521,UgwurbOAGfOn7vMJBdl4AaABAg,Turn on the subtitle if u not understand,1 hour ago,ᎶᎯᏁᎬᏕᎻ SHARVAN,UCXn5Sbl33b5Fctaa3bj4HhQ,1,https://yt3.ggpht.com/ytc/AAUvwng08SRL6JOPIGUivmuVtNF8_YwJUDgk9pAZe29Dcw=s176-c-k-c0x00ffffff-no-rj,False
522,UgzDSCue396L4D_vJ9h4AaABAg,Yes!!!!200 million views completed!!!!💖💖,1 hour ago (edited),Dhanvin Reddy,UCIZLoyOWaXqRMH5f0s77MAQ,1,https://yt3.ggpht.com/ytc/AAUvwngnRAQZjFCxAZKNMHGEYTc-wtMXxCfvl1ljQA=s176-c-k-c0x00ffffff-no-rj,False
523,Ugw5LQ-BX-YDF1PV9At4AaABAg,Arivu and Dhee 🔥fans like here,1 hour ago,S Sports,UCPlUx7dA9wnAJOQ9rDn9uZA,1,https://yt3.ggpht.com/ytc/AAUvwng_XEmwb5UYcxAsuE7-KsaaYFthc3RmHsGqsQ8Y=s176-c-k-c0x00ffffff-no-rj,False
524,Ugx32OE0QxBaoT5_ihN4AaABAg,I don’t understand this language..But this’s my favorite song..🇱🇰,1 hour ago,Danushi Rajamanthri,UCI9pXEJCcCVJYvfqt5AJTRw,1,https://yt3.ggpht.com/ytc/AAUvwnjlWb4LY33z0QfLt9fFoN2uA-uUoJaszrgax2yQ-w=s176-c-k-c0x00ffffff-no-rj,False
525,UgxJpEpNT9NaspF9FER4AaABAg,nice song love from Sikkim and hope it reach billion sooner,1 hour ago,happytube,UC5SCB7cGXhyWUOJhk3ktMNQ,1,https://yt3.ggpht.com/ytc/AAUvwnj-QOzEhWOA8vdIy8abTvSeLCXJPAK-bieuYBqDIw=s176-c-k-c0x00ffffff-no-rj,False
526,UgxuOgt6d08oGP-BpR54AaABAg,"Enjoy Enjaami Lyrics Translation



Enjoy Enjaami Lyrics Translation : The song is sung by Dhee, Arivu, Lyrics are Written by Dhee, Arivu and the Music was composed by Santhosh Narayanan. Starring Dhee, Arivu.


Track Name : Enjoy Enjaami English Translation
Vocals : Dhee, Arivu
Songwriter : Dhee, Arivu
Music : Santhosh Narayanan
Cast : Dhee, Arivu
Music-Label : maajja

Enjoy Enjaami Lyrics Translation

Cuckoo cuckoo
Cuckoo is the sound of cuckko bird
Thatha thatha kala vetti
Grandpa weeding out the fields

Cuckoo cuckoo
Pondhula yaru meen kothi
Who’s in the trunk hole?
It’s the kingfisher

Cuckoo cuckoo
Thanniyil odum thavalaikki
Swimming frog in the water

Cuckoo cuckoo
Kambali poochi thangachi
Is sister of the caterpillar



Allimalar kodi angadhame
Ottara ottara sandhaname
Lilly is making fun of me
My adamant sweet sandalwood

Mullai malar kodi mutharame
Engooru engooru kuthalame
My jasmine decked necklace
With pearls
Oh my native kutralamae

Surukku paiyamma
Vethala mattaiyamma
My grandma’s shrink bag
With betel and nuts

Somandha kaiyamma
Mathalam kottuyamma
The hands that carry them
Play the parai drum

Thaiyamma thaiyamma
Enna panna mayamma
Grandma grandma
What magic did you do?

Valliamma perandi
Sangadhiya kellendi
Valliyamal’s grandson
Tells me the story

Kannadiya kanamdi
Indharra perandi
Where are my glasses?
Take it my grandson

Annakkili annakkili
Adi alamarakkela vannakkili
Parrot sitting in the banyan tree

Nallapadi vazhacholli
Indha manna koduthane poorvakudi
Blessing to lead a good life
Our ancestors have
Bequeathed us this soil

Kammankara kaniyellam
Padith thirinjane adhikkudi
Across the river banks
And on the fertile fields
Our forefathers have sung
Through their life

Nayi nari poonaikundhan
Indha erikkolam kooda sondhammadi
The lakes and ponds belong
To the dogs foxes and cats too

Enjoy enjami
Vaango vaango onnagi
Enjoy my dear
Come together as one
Amma yi ambari
Indha indha mummari
Ride on the elephants shower
In the rains (x2)

Cuckoo cuckoo
Muttaiya podum kozhikku
The hen is laying the egg

Cuckoo cuckoo
Oppanai yaru maiyilukku
Who dolled up the peacock

Cuckoo cuckoo
Pacchaiya poosum pasikku
Algae spreading its green
Cuckoo cuckoo
Kucchiya adukkuna kootukku
Nest arranged by tiny twigs

Padu patta makka
Varappu mettukkara
The toiling farmer
With his fertile fields

Vervathanni sokka
Minukkum nattukkara
His sweat drenched shirt
The glittering countryman

Akatti karuppatti
Oodhangolu mannuchatti
The fire-kindling flute
And the earthen pot

Athoram koodukatti
Arambichcha nagareegam
Settling in the river banks is the
Beginning of civilization

Jhan jhana jhanakku jhana makkale
Jan jana janaku jana oh my people

Uppuku chappu kottu
Muttaikulla sathukottu
Tasting the salt yolk
The source of all energy

Attaikku rathangkottu
Kittipullu vettu vettu
Drip blood from leech bite
Strike away the gilli danda

Nan anju maram valarthen
Azhagana thottam vachchen
I planted five trees
Nurtured a beautiful garden

Thottam sezhithalum
En thonda nanaiyalaye
My garden is flourishing
Yet my throat remains dry

En kadale, karaye, vaname, saname
My sea bank, forest, people

Nelame, kolame, edame, thadame
Lands, clan, place, and track

Enjoy en jami
Vaango Vaango onnagi
Enjoy my dear
Come together as one
Amma yi ambari
Indha indha mummari
Ride on the elephants shower
In the rains (x2)

Pattan poottan katha boomi
Atam pottu kattum sami
My ancestors guarded the land
The devotee that dances

Ratinandha suthi
Vandha seva koovuchu
As the earth rotates
Around the rooster crows

Adhu pottu vachcha
Echamdhane kada marichu
Its excretions
Fertilized the forests

Namma nada marichu
Indha veeda marichu
It turned into our country
Then our home too

Enna kora enna kora
What’s the matter
What’s the matter my dear?

En seeni karumbukku enna kora
What’s the matter my sugarcane?

Enna kora enna kora
What’s the matter
What’s the matter my dear?

En chella perandikku enna kora
My darling grandson
What’s the matter?

Pandhalulla pavarka
Pandhalulla pavarka
Bitter gourd in my canopy
Bitter gourd in my canopy

Vedhakallu vitturukku
Vedhakallu vitturukku
It has given us seeds
Given us seeds

Appan atha vittadhungo
Appan atha vittandhungo
Left by our mom and dad
Left by our mom and dad

Enjoy enjami
Vaango Vaango onnagi
Have fun my dear
Come together as a team
Amma yi ambari
Indha indha mummari
Ride on the elephants
Shower in the rains (x5)
Cuckoo cuckoo


Read more at: https://naalyrics.com/enjoy-enjaami-lyrics-translation/",1 hour ago,Ravi D Channannavar Un Official,UCe4B5Wzq7ldlS7a7s4kNlYA,1,https://yt3.ggpht.com/ytc/AAUvwngyCB8YqU5o1NWGyWs8gb86o_CZus_rHorwDIeqlg=s176-c-k-c0x00ffffff-no-rj,False
527,Ugz4HDJE0VbZ8VXUpVN4AaABAg,നീ എന്നെ വിളിച്ചു പറയുന്നത് കേട്ടാണ്,1 hour ago,Gohil krunal 1098,UCOjLO6VxUvdc7Mt7J9uO23g,2,https://yt3.ggpht.com/ytc/AAUvwnheQlWG6CbyYpBUI0jHC04mD5U0FSil4rE1OFn_=s176-c-k-c0x00ffffff-no-rj,False
528,UgzVWYa-cczHxrlP-8B4AaABAg,Nan starting la pakkum pothu intha channel la 1 lakh subscribers than irunthanga ippo 11 lakh+ Only for ENJOY ENJAMY..💓💓💓,54 minutes ago (edited),Ganga Daran,UCkLplPnMBM7VTpBKbaIKrVQ,2,https://yt3.ggpht.com/ytc/AAUvwnhFAA2M_q7_EVCHWCHH2PT567YLAtODPHqgpQ=s176-c-k-c0x00ffffff-no-rj,False
529,Ugx28cJ4egEqY327Mnt4AaABAg,"💐💐Congratulations to all the best thinking people who have listened to the song that conveys the wonder of mankind and the depth of nature has been viewed over 20,200,000.🌾🌾🌾🌾🌾🌾 இயற்கையின் வெற்றி 🌾🌾🌾🌾",53 minutes ago,தமிழன் செ தீபன்,UCZgmNqQZN50PswbJsHaF8Jw,0,https://yt3.ggpht.com/ytc/AAUvwnh9vWls-2l2B1NjNPWTmmqjB6kNkObPRZX4lA=s176-c-k-c0x00ffffff-no-rj,False
530,Ugx-AArZG0HC_hfBfcB4AaABAg,can't understand but like the beat.,52 minutes ago,Himanshu Rana Pundir,UCkRvmTunO_UvsFz2AXvFKGw,0,https://yt3.ggpht.com/ytc/AAUvwngvoAqZlOQeq98M1JVUwMFQJoBqABTx7gncz3Ks=s176-c-k-c0x00ffffff-no-rj,False
531,UgwZp5lqgKnSkicBQ3h4AaABAg,Lady Gaga Judas Judas https://www.youtube.com/watch?v=wagn8Wrmzuc,52 minutes ago,Dileep kumar,UCwRt9qd7eI3uIT69MT38p1A,0,https://yt3.ggpht.com/ytc/AAUvwni_BVLMLzTDY1pYr-epF66zsZKhVXFszTQNIMfIxw=s176-c-k-c0x00ffffff-no-rj,False
532,UgzOSpQRzYNN0WfSsBx4AaABAg,Coouko Coouko,51 minutes ago,Krisha Krishnakumar,UC65kD3mTqlEZJHqPcYqoVZQ,0,https://yt3.ggpht.com/ytc/AAUvwngFOFhBaj_o-mzmC4m5CN73RQOui56et2T5UQ=s176-c-k-c0x00ffffff-no-rj,False
533,UgzO1lGXB86Tk0Yw8Mx4AaABAg,Very very nice song,46 minutes ago,Raveenthran Kanimozhi,UCBxyag9P1e7D_yrmnPcSWrg,0,https://yt3.ggpht.com/ytc/AAUvwnhHIdxDRiuHYXNb0dX6tgfZzgozVZNLvOq4qw=s176-c-k-c0x00ffffff-no-rj,False
534,UgwosB9Y6FbGJMzoaAR4AaABAg,I am ap,44 minutes ago,Vani Vani,UCiWiFeIUcnmpSH6tQoTlmjg,0,https://yt3.ggpht.com/ytc/AAUvwnhjN_LzgrtfddVQzSX2KY6fQO-HUE1juKnapg=s176-c-k-c0x00ffffff-no-rj,False
535,UgzPffKfbq7Ku3Tn1Gt4AaABAg,"OMG! This is just out of this world ! 
Thank you ..",42 minutes ago,Thyaga Dimithri,UC4kmD4StCmfU9PjOP89XhFQ,0,https://yt3.ggpht.com/ytc/AAUvwnjqc4otm5GzqrUR3JWLaijgz0OXjQqkDm0uAl3b-g=s176-c-k-c0x00ffffff-no-rj,False
536,UgzA9GJlTxaZ0QeDl4F4AaABAg,Only three song.million subscribers 🙄,42 minutes ago,DHANUSH BEN BENJOHN DAVID,UCmnggZkGfZ0VhFanfoadFtg,3,https://yt3.ggpht.com/ytc/AAUvwniwXsXo18uVEGAdcyYdleYCfxUT5Lrj0ckJLH1A2w=s176-c-k-c0x00ffffff-no-rj,False
537,UgwARimyLPreqUaMBgd4AaABAg,Super super 200M Adichachu,41 minutes ago,dil dil,UCLxzE4yS31scIvKshMV3PNw,2,https://yt3.ggpht.com/ytc/AAUvwnhbuLBTtzuVGJwfi2TZnVc-zRrb-osYIltDjS98=s176-c-k-c0x00ffffff-no-rj,False
538,UgxrUrZoqKf6_pnJZ0B4AaABAg,"first of all, million likes to this song ..nice team work  ..hats off to the team work...nice lyrics and editing.. mesmerizing voice touching deeply in heart.. really we forget all about our ancestors and their work ..we take advantage of theirs work... . now i remind of all their hard work and iam grateful for them..all day my mind is singing this song without my permission ..such a wonderful song...  just remind our ancestors and their selfless work... we have to share this to our future generation also.. earth is not only for humans  also for all living creatures in this world but we take over advantage of this world resources ...we should thank our ancestors..",38 minutes ago (edited),Gomathy 11,UCy7o2Kv-WhoWaeE3cm6p2qw,2,https://yt3.ggpht.com/ytc/AAUvwngzsq3BqDvmWvTSdJHz6ODLQwd6yGK50OS1WQ=s176-c-k-c0x00ffffff-no-rj,False
539,Ugx-AArZG0HC_hfBfcB4AaABAg.9NEuVO8eQoR9NEusf-ayNk,Subtitles,49 minutes ago,PRO KID,UCtW8k9rrEeW056DIuR9zR7Q,0,https://yt3.ggpht.com/ytc/AAUvwngW9aUdF_0DbbJV0JjwSjRDkPIybpSQ4rcxWIXzhQ=s176-c-k-c0x00ffffff-no-rj,False
540,UgzA9GJlTxaZ0QeDl4F4AaABAg.9NEvgljmAbj9NEz8ADruT9,No only one song and song teaser and intro of this channel,12 minutes ago,Stre@m enjoy enjaami or else you gonna be kill,UCsczvDIZRbsRkbu1KttM2Zg,0,https://yt3.ggpht.com/9cF52yl4-tncmFiX0-b5CgDYa2YO4VH3X7NesW1HXzMjvZhLQHvuk96JWPdI69O598oXkunIGvg=s176-c-k-c0x00ffffff-no-rj,False
541,UgyoLlTT2ymPSxrNeIB4AaABAg,I wish I knew Tamil in order to fully feel this song!!,2 hours ago,Samruddhi Aware,UCo_GBdpA_BWBLJxKXpw8MRg,3,https://yt3.ggpht.com/ytc/AAUvwniR3HJ02EQMjtPyiX8U7eJXfEc8Wp1Bi3EXxvHAQ_c=s176-c-k-c0x00ffffff-no-rj,False
542,UgwSrj-4NdcO1On0Uw14AaABAg,ம(யணயா,2 hours ago,Eshalini Eshalini,UCpOdD_0fBe3T1quk6Hnvv1w,1,https://yt3.ggpht.com/ytc/AAUvwniVZfgUAZQeOikDWe9pSkiBjP2WxSqzmdZvPIv3w8ZNRnOECwfWtFcHk7g0KWsK=s176-c-k-c0x00ffffff-no-rj,False
543,UgwdlMFDCA5UK3Kpg9R4AaABAg,ீ,2 hours ago,Eshalini Eshalini,UCpOdD_0fBe3T1quk6Hnvv1w,1,https://yt3.ggpht.com/ytc/AAUvwniVZfgUAZQeOikDWe9pSkiBjP2WxSqzmdZvPIv3w8ZNRnOECwfWtFcHk7g0KWsK=s176-c-k-c0x00ffffff-no-rj,False
544,Ugw9rbhF1yYKdkZwT4x4AaABAg,My favourite song,2 hours ago,Marappa Marappa,UCbbZBqYOwBmmCVvimKU-mTg,1,https://yt3.ggpht.com/ytc/AAUvwnh5UF57RdG1BsPL_K5iE7_uOC3jCh7Kzb7BA3AMHA=s176-c-k-c0x00ffffff-no-rj,False
545,UgwHEc_4rd_T2l7PzLV4AaABAg,My favourite song,2 hours ago,Marappa Marappa,UCbbZBqYOwBmmCVvimKU-mTg,1,https://yt3.ggpht.com/ytc/AAUvwnh5UF57RdG1BsPL_K5iE7_uOC3jCh7Kzb7BA3AMHA=s176-c-k-c0x00ffffff-no-rj,False
546,UgxKh1nylkqAm-GFWp94AaABAg,நல்லமே,2 hours ago,News . TAMIL . bid,UCRY0KDgr50dAtlp8bJeuDZg,1,https://yt3.ggpht.com/ytc/AAUvwnjARdwYFFzrI_0WQL6nXVRlVL2swgpNiG_geq7Vsg=s176-c-k-c0x00ffffff-no-rj,False
547,Ugw1jMnjL1DVDu1ZVkx4AaABAg,want this to cross 1 billion as soon as possible ❤️❤️❤️❤️❤️,2 hours ago,Selena 2002,UCqfoYw0PNkhLlHkEtW2WEtQ,4,https://yt3.ggpht.com/ytc/AAUvwnjJVUTEEfMstwoc_QJgYsTx3l2D4t0mgfoyZZo5=s176-c-k-c0x00ffffff-no-rj,False
548,UgzjruAUPKhbwnu7xaZ4AaABAg,😯😯😯😯202 M.....,2 hours ago,..Gauchos life....,UCYiWsoWv_OVuLrWKaKadLDA,1,https://yt3.ggpht.com/ytc/AAUvwnhzYM9J6jm155CeOnB_2GYb6_YDc26qM9oKoOWS=s176-c-k-c0x00ffffff-no-rj,False
549,Ugyqn9d9WNnx5X0TXvB4AaABAg,Very good song,2 hours ago,WiFiNITIVE PREMIER,UC3I9pOIPRONQb5JLV0-h9iw,1,https://yt3.ggpht.com/ytc/AAUvwnivTQ1p37U_pf-nbqaRETOk-bZEBXoWwTNaE9V_=s176-c-k-c0x00ffffff-no-rj,False
550,Ugzn-3AdlJEDjWb4bUl4AaABAg,Podu,2 hours ago,Joel. J,UCp5cLAdHaJ_dcmg8D9aCwBg,1,https://yt3.ggpht.com/ytc/AAUvwnhrmv5fAfRdjTXyXIEqX66tjS3T4lBP_a4_eq0YzA=s176-c-k-c0x00ffffff-no-rj,False
551,UgzLeOlDqo_cTH2sWBR4AaABAg,Good evening,2 hours ago,Panneer selvan K,UCCjwHyIlTUKoFtoFkzQnCBg,1,https://yt3.ggpht.com/ytc/AAUvwniNfaijTKDj3CYPQLfu_PrPvH3iNAFAxwPGMe0t=s176-c-k-c0x00ffffff-no-rj,False
552,Ugx3RdsyBd4zK96HEZ54AaABAg,I start the day with this song,1 hour ago,Ajith kumar Kumar,UC7o9IV2VWltC7tQv9BMHfGw,2,https://yt3.ggpht.com/ytc/AAUvwngUiy1WYN4oTBlSdOEO4qSilmaIlYpeSk_1uQ=s176-c-k-c0x00ffffff-no-rj,False
553,UgxU7Nx6C1tAb5CL2BF4AaABAg,Super song,1 hour ago,golden vel,UCZwt8ghDMCPni7ASFettKkg,1,https://yt3.ggpht.com/ytc/AAUvwng3Yw48jKeA33SE0QXxdhM5QA52BNyRiRuna7efiw=s176-c-k-c0x00ffffff-no-rj,False
554,Ugw3050JQLbYhxWumAB4AaABAg,මේක නම් පිස්සුවක්... ❤️,1 hour ago,Sherly struys,UC8gRvUG0ows4ljDfJT3r0SQ,1,https://yt3.ggpht.com/ytc/AAUvwnhOGxxP0WLN6U7LNOZXHorJJ1fKCR8bPUkSXLi0uQ=s176-c-k-c0x00ffffff-no-rj,False
555,Ugzt51x6Cj59CKz3kGF4AaABAg,Sri Lanka 🇱🇰,1 hour ago,Chamodi Hansani,UCwxw9YiE3Z5lmWkQoj3FPnw,3,https://yt3.ggpht.com/ytc/AAUvwngC3dqcfG3oj28jgfGLdmWDNRYr8nz6rTaUcpUx=s176-c-k-c0x00ffffff-no-rj,False
556,UgyDVKHTRjIBjI4DeOt4AaABAg,"200m+ 
Subscribe panna odiyaaa
Nan 5 channel vachurunthen onnu kuda velangala 😂🔥",1 hour ago,Ragunathan gs,UCOw1PGfBYg-d9vTAoQF1Rsw,1,https://yt3.ggpht.com/ytc/AAUvwnhOy7FfPDMkl9YcYhHShwk5DRNsrI79zC3k9OthNw=s176-c-k-c0x00ffffff-no-rj,False
557,Ugzvtzu7SPlF36gdexV4AaABAg,🦚Completely addicted*😃🍃❤️,1 hour ago,Yuran De silva,UCSjsXyQqTwfwA58uXzYhXlQ,3,https://yt3.ggpht.com/ytc/AAUvwngm0gB5Sv92imEp6U0iJweKXbL4_oguHRz-19xd=s176-c-k-c0x00ffffff-no-rj,False
558,UgxJD3wYcqCVGb0gmXN4AaABAg,I'm so happy for you guys 😆😆,1 hour ago,let's start mithil,UCpl3c0o8vUTYPUT57cfEO5w,2,https://yt3.ggpht.com/ytc/AAUvwnhpgahId0WrqpqS0zXqFlNFaSvO-wexd0IjBT9S4A=s176-c-k-c0x00ffffff-no-rj,False
559,Ugwtm8JPKQ2aubMZPfJ4AaABAg,Amerendra enjaami,1 hour ago,Sudhir Ravi,UCupqAluPLzz2yFLclfuxIfg,2,https://yt3.ggpht.com/ytc/AAUvwnjdwLWw3v_AiXEIAqE_DYow_cuk4MpHlLpiDA=s176-c-k-c0x00ffffff-no-rj,False
560,UgwMtaRFLaqLcs-is854AaABAg,Watching this song after some time i see they have added some extra scenes here at the end...,1 hour ago (edited),Priya K,UC4FZk_Y7bGqkSBY1TRQPjGg,2,https://yt3.ggpht.com/ytc/AAUvwngeAeYA0SvcW8WovzfUouzSTqVZ_lGWm-zV2A=s176-c-k-c0x00ffffff-no-rj,False
561,UgzBaMBGOLplm2eoHBZ4AaABAg,S.siva chandru 👌❤,3 hours ago,Pandi Selvi,UCzijBF3IPloScZqu84MAy9w,3,https://yt3.ggpht.com/ytc/AAUvwniYu1sBd8LGBO4zeoMB-kr0JJ0bXVReVwqTSQ=s176-c-k-c0x00ffffff-no-rj,False
562,UgwTzFnFliQ1djA_voB4AaABAg,Love from Odisha ❤️,3 hours ago,Sandeep Bharadwaj,UC324_-imuhHls3H1xrSpwfQ,2,https://yt3.ggpht.com/ytc/AAUvwngLiTVr-g4ZGFt3msjlR6-Rv0wQFvvP3sJCrzvYXw=s176-c-k-c0x00ffffff-no-rj,False
563,UgxkVIzYQ-COKJ5x0Z94AaABAg,Who has got sometimes addicted and sometimes crazy after seeing this one,2 hours ago,Maya Unni,UC2e2VEnfPQ0wD2GTU4suXtg,3,https://yt3.ggpht.com/ytc/AAUvwngOp9jFzviGgrs8zw9PMaIrjZ-jYK1UUjztoohw=s176-c-k-c0x00ffffff-no-rj,False
564,UgwfBoqIAcaBgziq5Xt4AaABAg,Nice story,2 hours ago,Akhil Akhil,UC6RXEJpyNgX8uKbbwkKfr0w,2,https://yt3.ggpht.com/ytc/AAUvwngWCmk_yb_yuhVR0W-4Zaym7jTLHYOsgJ067w=s176-c-k-c0x00ffffff-no-rj,False
565,UgwrBtbTlNttM3H6Dzp4AaABAg,200 million views 😄🤩🤑💥🤠,2 hours ago,Jk Karthik,UCsm3NaoITSnUstpFfBpeUmA,2,https://yt3.ggpht.com/ytc/AAUvwngqUbBwqbqwYqpkJ8F4Z73gYBksfdhRsuF0IqZ3SA=s176-c-k-c0x00ffffff-no-rj,False
566,UgzmNXTJMbeVrsTG3zp4AaABAg,Let's imagine...u r watching this song in this very moment with 100 of people who has been watching at same time lol.,2 hours ago,Vicky S,UC_QFmEQpCWacPFbZ9Z_HIbA,3,https://yt3.ggpht.com/ytc/AAUvwniiza8jK3eabiu5LnakVZPQU9siNZ-438O-Ot9n=s176-c-k-c0x00ffffff-no-rj,False
567,Ugw_L0Ih4jeXBjdb2ht4AaABAg,Trending in earth 2 .how about your earth guyz.👍👈,2 hours ago,Vicky S,UC_QFmEQpCWacPFbZ9Z_HIbA,3,https://yt3.ggpht.com/ytc/AAUvwniiza8jK3eabiu5LnakVZPQU9siNZ-438O-Ot9n=s176-c-k-c0x00ffffff-no-rj,False
568,UgxiP6c0ZQwCisqlVHV4AaABAg,Outstanding song,2 hours ago,kannan Rajaram,UCl7bteFLoNzhLEbdlFfjDXA,2,https://yt3.ggpht.com/ytc/AAUvwnhrHbhA-IBpp1ujr2e4GwI8DSEjkiYf2VxZP80GPGo=s176-c-k-c0x00ffffff-no-rj,False
569,UgxQCzW2PfJ6Vgg7tMB4AaABAg,Fifa 22 song beautiful,2 hours ago,Hk Nilantha,UCqwYx5US07xH2PUjr5mCiVA,1,https://yt3.ggpht.com/ytc/AAUvwngShT-vxTQ20PTdKua_qWALUVl2cCI_I9eIZw=s176-c-k-c0x00ffffff-no-rj,False
570,UgzC0icpV49wyOLIXel4AaABAg,Vera level song no day without this song❤️,2 hours ago,Mohan M,UC5Q0YNmVaYGKBOxyNzeQkUA,1,https://yt3.ggpht.com/ytc/AAUvwni2hIG39-97ibYwwxyfU5wUquIjbcH8n4FDig=s176-c-k-c0x00ffffff-no-rj,False
571,UgwW-76N4ks4wrRYUR94AaABAg,Meaning of the song sends,2 hours ago,Vicky S,UChfkwt6JbhzOHnQaT--cTMA,2,https://yt3.ggpht.com/ytc/AAUvwniMljW5uD1v40nIzCq4uvvk8hYDCD-MDyD8gHktOA=s176-c-k-c0x00ffffff-no-rj,False
572,UgxjXVf0tPlywdG4zC94AaABAg,Bad luck 😅😅😅😅😅😅,2 hours ago,Hazwa 444,UCfjw_bmUBIfu5y2Ni1Bvxsg,2,https://yt3.ggpht.com/ytc/AAUvwngUr246rWvwykXtr0RbuboByTYgcbb2wkmQZQ=s176-c-k-c0x00ffffff-no-rj,False
573,Ugwpiwvnz-qEDw2QN_N4AaABAg,Ma babe fav song....,2 hours ago,Nimmz Lopez,UCj4XGQZdq_pTiGIYs7_UTAw,1,https://yt3.ggpht.com/ytc/AAUvwnhSqfysU7U4Kj-EVHrv367CHnw9CbreIR15_Rl6Ag=s176-c-k-c0x00ffffff-no-rj,False
574,UgyXiJaquU2gJVhD4AB4AaABAg,This song is spreading faster than corona,2 hours ago,31 Vishwa Desai,UCQfs_S4mvNJlTn7VnJ0T-Cw,3,https://yt3.ggpht.com/ytc/AAUvwnhawKyennZxI3ThY8vnq7Fv-04C1xOIYUo9fA=s176-c-k-c0x00ffffff-no-rj,False
575,UgxY8d7b7xsmSyRvyJB4AaABAg,Super song,2 hours ago,Packri samy,UC_CZVZP_DIGVoejSxKyVdzw,1,https://yt3.ggpht.com/ytc/AAUvwnim8oQUuAOYKt1oL56NNbMC4_oW0NsCLS2j1w=s176-c-k-c0x00ffffff-no-rj,False
576,UgxDbJ6qVdP5ORIxZop4AaABAg,"Kish kish ko Bihar ka rastiye food 
 Litti chokha pasand hai like kare",2 hours ago (edited),Praveen Kumar,UCQ8IAXrM373N6OGgFnqDlSw,3,https://yt3.ggpht.com/ytc/AAUvwngjw-9ftTYFMNMBRnLOuzBBXRALlRHXNzUhBQ=s176-c-k-c0x00ffffff-no-rj,False
577,UgxmobEoPavnLWUNri14AaABAg,"100M 🔓✔️
200M 🔓✔️
300M🔒




















Like poda........Odiya! odiya!",2 hours ago,Sammyuktha Narayanan,UC9Y3eLW0DyTBAPirE9Kjmyg,6,https://yt3.ggpht.com/ytc/AAUvwngxkFsDfVO8-JU7Mp181Zlcwv-lsYNJa757372J=s176-c-k-c0x00ffffff-no-rj,False
578,UgyDTrD7fcxutloVM_p4AaABAg,Any Telugu viewers 🔥🔥,2 hours ago,code. originals,UCeTgOwm99mLEFhAylPzgpcQ,2,https://yt3.ggpht.com/ytc/AAUvwngbcqANvOo797zM2jHwhNixIzLURT-mw83iTWYf=s176-c-k-c0x00ffffff-no-rj,False
